file_path,lable
full_intersection/aberration/aberration_pid4.wav,aberration
full_intersection/abet/abet.wav,abet
full_intersection/abet/abet_pid1.wav,abet
full_intersection/abet/abet_pid2.wav,abet
full_intersection/abet/abet_pid3.wav,abet
full_intersection/abet/abet_pid4.wav,abet
full_intersection/abetter/abetter.wav,abetter
full_intersection/abetter/abetter_pid1.wav,abetter
full_intersection/abetter/abetter_pid2.wav,abetter
full_intersection/abetter/abetter_pid3.wav,abetter
full_intersection/abetter/abetter_pid4.wav,abetter
full_intersection/abettor/abettor.wav,abettor
full_intersection/abettor/abettor_pid1.wav,abettor
full_intersection/abettor/abettor_pid2.wav,abettor
full_intersection/abettor/abettor_pid3.wav,abettor
full_intersection/abettor/abettor_pid4.wav,abettor
full_intersection/abeyance/abeyance.wav,abeyance
full_intersection/abeyance/abeyance_pid1.wav,abeyance
full_intersection/abeyance/abeyance_pid2.wav,abeyance
full_intersection/abeyance/abeyance_pid3.wav,abeyance
full_intersection/abeyance/abeyance_pid4.wav,abeyance
full_intersection/abhor/abhor.wav,abhor
full_intersection/abhor/abhor_pid1.wav,abhor
full_intersection/abhor/abhor_pid2.wav,abhor
full_intersection/abhor/abhor_pid3.wav,abhor
full_intersection/abhor/abhor_pid4.wav,abhor
full_intersection/abhorrence/abhorrence.wav,abhorrence
full_intersection/abhorrence/abhorrence_pid1.wav,abhorrence
full_intersection/abhorrence/abhorrence_pid2.wav,abhorrence
full_intersection/abhorrence/abhorrence_pid3.wav,abhorrence
full_intersection/abhorrence/abhorrence_pid4.wav,abhorrence
full_intersection/abhorrent/abhorrent.wav,abhorrent
full_intersection/abhorrent/abhorrent_pid1.wav,abhorrent
full_intersection/abhorrent/abhorrent_pid2.wav,abhorrent
full_intersection/abhorrent/abhorrent_pid3.wav,abhorrent
full_intersection/abhorrent/abhorrent_pid4.wav,abhorrent
full_intersection/abide/abide.wav,abide
full_intersection/abide/abide_pid1.wav,abide
full_intersection/abide/abide_pid2.wav,abide
full_intersection/abide/abide_pid3.wav,abide
full_intersection/abide/abide_pid4.wav,abide
full_intersection/abiding/abiding.wav,abiding
full_intersection/abiding/abiding_pid1.wav,abiding
full_intersection/abiding/abiding_pid2.wav,abiding
full_intersection/abiding/abiding_pid3.wav,abiding
full_intersection/abiding/abiding_pid4.wav,abiding
full_intersection/abidjan/abidjan.wav,abidjan
full_intersection/abidjan/abidjan_pid1.wav,abidjan
full_intersection/abidjan/abidjan_pid2.wav,abidjan
full_intersection/abidjan/abidjan_pid3.wav,abidjan
full_intersection/abidjan/abidjan_pid4.wav,abidjan
full_intersection/ability/ability.wav,ability
full_intersection/ability/ability_pid1.wav,ability
full_intersection/ability/ability_pid2.wav,ability
full_intersection/ability/ability_pid3.wav,ability
full_intersection/ability/ability_pid4.wav,ability
full_intersection/abiogenesis/abiogenesis.wav,abiogenesis
full_intersection/abiogenesis/abiogenesis_pid1.wav,abiogenesis
full_intersection/abiogenesis/abiogenesis_pid2.wav,abiogenesis
full_intersection/abiogenesis/abiogenesis_pid3.wav,abiogenesis
full_intersection/abiogenesis/abiogenesis_pid4.wav,abiogenesis
full_intersection/abiotic/abiotic.wav,abiotic
full_intersection/abiotic/abiotic_pid1.wav,abiotic
full_intersection/abiotic/abiotic_pid2.wav,abiotic
full_intersection/abiotic/abiotic_pid3.wav,abiotic
full_intersection/abiotic/abiotic_pid4.wav,abiotic
full_intersection/abject/abject.wav,abject
full_intersection/abject/abject_pid1.wav,abject
full_intersection/abject/abject_pid2.wav,abject
full_intersection/abject/abject_pid3.wav,abject
full_intersection/abject/abject_pid4.wav,abject
full_intersection/abjection/abjection.wav,abjection
full_intersection/abjection/abjection_pid1.wav,abjection
full_intersection/abjection/abjection_pid2.wav,abjection
full_intersection/abjection/abjection_pid3.wav,abjection
full_intersection/abjection/abjection_pid4.wav,abjection
full_intersection/abjectly/abjectly.wav,abjectly
full_intersection/abjectly/abjectly_pid1.wav,abjectly
full_intersection/abjectly/abjectly_pid2.wav,abjectly
full_intersection/abjectly/abjectly_pid3.wav,abjectly
full_intersection/abjectly/abjectly_pid4.wav,abjectly
full_intersection/abjuration/abjuration.wav,abjuration
full_intersection/abjuration/abjuration_pid1.wav,abjuration
full_intersection/abjuration/abjuration_pid2.wav,abjuration
full_intersection/abjuration/abjuration_pid3.wav,abjuration
full_intersection/abjuration/abjuration_pid4.wav,abjuration
full_intersection/abjure/abjure.wav,abjure
full_intersection/abjure/abjure_pid1.wav,abjure
full_intersection/abjure/abjure_pid2.wav,abjure
full_intersection/abjure/abjure_pid3.wav,abjure
full_intersection/abjure/abjure_pid4.wav,abjure
full_intersection/ablate/ablate.wav,ablate
full_intersection/ablate/ablate_pid1.wav,ablate
full_intersection/ablate/ablate_pid2.wav,ablate
full_intersection/ablate/ablate_pid3.wav,ablate
full_intersection/ablate/ablate_pid4.wav,ablate
full_intersection/ablation/ablation.wav,ablation
full_intersection/ablation/ablation_pid1.wav,ablation
full_intersection/ablation/ablation_pid2.wav,ablation
full_intersection/ablation/ablation_pid3.wav,ablation
full_intersection/ablation/ablation_pid4.wav,ablation
full_intersection/ablative/ablative.wav,ablative
full_intersection/ablative/ablative_pid1.wav,ablative
full_intersection/ablative/ablative_pid2.wav,ablative
full_intersection/ablative/ablative_pid3.wav,ablative
full_intersection/ablative/ablative_pid4.wav,ablative
full_intersection/ablaze/ablaze.wav,ablaze
full_intersection/ablaze/ablaze_pid1.wav,ablaze
full_intersection/ablaze/ablaze_pid2.wav,ablaze
full_intersection/ablaze/ablaze_pid3.wav,ablaze
full_intersection/ablaze/ablaze_pid4.wav,ablaze
full_intersection/able/able.wav,able
full_intersection/able/able_pid1.wav,able
full_intersection/able/able_pid2.wav,able
full_intersection/able/able_pid3.wav,able
full_intersection/able/able_pid4.wav,able
full_intersection/able-bodied/able-bodied.wav,able-bodied
full_intersection/able-bodied/able-bodied_pid1.wav,able-bodied
full_intersection/able-bodied/able-bodied_pid2.wav,able-bodied
full_intersection/able-bodied/able-bodied_pid3.wav,able-bodied
full_intersection/able-bodied/able-bodied_pid4.wav,able-bodied
full_intersection/abloom/abloom.wav,abloom
full_intersection/abloom/abloom_pid1.wav,abloom
full_intersection/abloom/abloom_pid2.wav,abloom
full_intersection/abloom/abloom_pid3.wav,abloom
full_intersection/abloom/abloom_pid4.wav,abloom
full_intersection/ablution/ablution.wav,ablution
full_intersection/ablution/ablution_pid1.wav,ablution
full_intersection/ablution/ablution_pid2.wav,ablution
full_intersection/ablution/ablution_pid3.wav,ablution
full_intersection/ablution/ablution_pid4.wav,ablution
full_intersection/ably/ably.wav,ably
full_intersection/ably/ably_pid1.wav,ably
full_intersection/ably/ably_pid2.wav,ably
full_intersection/ably/ably_pid3.wav,ably
full_intersection/ably/ably_pid4.wav,ably
full_intersection/abnegation/abnegation.wav,abnegation
full_intersection/abnegation/abnegation_pid1.wav,abnegation
full_intersection/abnegation/abnegation_pid2.wav,abnegation
full_intersection/abnegation/abnegation_pid3.wav,abnegation
full_intersection/abnegation/abnegation_pid4.wav,abnegation
full_intersection/abnormal/abnormal.wav,abnormal
full_intersection/abnormal/abnormal_pid1.wav,abnormal
full_intersection/abnormal/abnormal_pid2.wav,abnormal
full_intersection/abnormal/abnormal_pid3.wav,abnormal
full_intersection/abnormal/abnormal_pid4.wav,abnormal
full_intersection/abnormality/abnormality.wav,abnormality
full_intersection/abnormality/abnormality_pid1.wav,abnormality
full_intersection/abnormality/abnormality_pid2.wav,abnormality
full_intersection/abnormality/abnormality_pid3.wav,abnormality
full_intersection/abnormality/abnormality_pid4.wav,abnormality
full_intersection/abnormally/abnormally.wav,abnormally
full_intersection/abnormally/abnormally_pid1.wav,abnormally
full_intersection/abnormally/abnormally_pid2.wav,abnormally
full_intersection/abnormally/abnormally_pid3.wav,abnormally
full_intersection/abnormally/abnormally_pid4.wav,abnormally
full_intersection/abo/abo.wav,abo
full_intersection/abo/abo_pid1.wav,abo
full_intersection/abo/abo_pid2.wav,abo
full_intersection/abo/abo_pid3.wav,abo
full_intersection/abo/abo_pid4.wav,abo
full_intersection/aboard/aboard.wav,aboard
full_intersection/aboard/aboard_pid1.wav,aboard
full_intersection/aboard/aboard_pid2.wav,aboard
full_intersection/aboard/aboard_pid3.wav,aboard
full_intersection/aboard/aboard_pid4.wav,aboard
full_intersection/abode/abode.wav,abode
full_intersection/abode/abode_pid1.wav,abode
full_intersection/abode/abode_pid2.wav,abode
full_intersection/abode/abode_pid3.wav,abode
full_intersection/abode/abode_pid4.wav,abode
full_intersection/abolish/abolish.wav,abolish
full_intersection/abolish/abolish_pid1.wav,abolish
full_intersection/abolish/abolish_pid2.wav,abolish
full_intersection/abolish/abolish_pid3.wav,abolish
full_intersection/abolish/abolish_pid4.wav,abolish
full_intersection/abolishment/abolishment.wav,abolishment
full_intersection/abolishment/abolishment_pid1.wav,abolishment
full_intersection/abolishment/abolishment_pid2.wav,abolishment
full_intersection/abolishment/abolishment_pid3.wav,abolishment
full_intersection/abolishment/abolishment_pid4.wav,abolishment
full_intersection/abolition/abolition.wav,abolition
full_intersection/abolition/abolition_pid1.wav,abolition
full_intersection/abolition/abolition_pid2.wav,abolition
full_intersection/abolition/abolition_pid3.wav,abolition
full_intersection/abolition/abolition_pid4.wav,abolition
full_intersection/abolitionism/abolitionism.wav,abolitionism
full_intersection/abolitionism/abolitionism_pid1.wav,abolitionism
full_intersection/abolitionism/abolitionism_pid2.wav,abolitionism
full_intersection/abolitionism/abolitionism_pid3.wav,abolitionism
full_intersection/abolitionism/abolitionism_pid4.wav,abolitionism
full_intersection/abolitionist/abolitionist.wav,abolitionist
full_intersection/abolitionist/abolitionist_pid1.wav,abolitionist
full_intersection/abolitionist/abolitionist_pid2.wav,abolitionist
full_intersection/abolitionist/abolitionist_pid3.wav,abolitionist
full_intersection/abolitionist/abolitionist_pid4.wav,abolitionist
full_intersection/abominable/abominable.wav,abominable
full_intersection/abominable/abominable_pid1.wav,abominable
full_intersection/abominable/abominable_pid2.wav,abominable
full_intersection/abominable/abominable_pid3.wav,abominable
full_intersection/abominable/abominable_pid4.wav,abominable
full_intersection/abominably/abominably.wav,abominably
full_intersection/abominably/abominably_pid1.wav,abominably
full_intersection/abominably/abominably_pid2.wav,abominably
full_intersection/abominably/abominably_pid3.wav,abominably
full_intersection/abominably/abominably_pid4.wav,abominably
full_intersection/abominate/abominate.wav,abominate
full_intersection/abominate/abominate_pid1.wav,abominate
full_intersection/abominate/abominate_pid2.wav,abominate
full_intersection/abominate/abominate_pid3.wav,abominate
full_intersection/abominate/abominate_pid4.wav,abominate
full_intersection/abomination/abomination.wav,abomination
full_intersection/abomination/abomination_pid1.wav,abomination
full_intersection/abomination/abomination_pid2.wav,abomination
full_intersection/abomination/abomination_pid3.wav,abomination
full_intersection/abomination/abomination_pid4.wav,abomination
full_intersection/aboriginal/aboriginal.wav,aboriginal
full_intersection/aboriginal/aboriginal_pid1.wav,aboriginal
full_intersection/aboriginal/aboriginal_pid2.wav,aboriginal
full_intersection/aboriginal/aboriginal_pid3.wav,aboriginal
full_intersection/aboriginal/aboriginal_pid4.wav,aboriginal
full_intersection/aborigine/aborigine.wav,aborigine
full_intersection/aborigine/aborigine_pid1.wav,aborigine
full_intersection/aborigine/aborigine_pid2.wav,aborigine
full_intersection/aborigine/aborigine_pid3.wav,aborigine
full_intersection/aborigine/aborigine_pid4.wav,aborigine
full_intersection/aborigines/aborigines.wav,aborigines
full_intersection/aborigines/aborigines_pid1.wav,aborigines
full_intersection/aborigines/aborigines_pid2.wav,aborigines
full_intersection/aborigines/aborigines_pid3.wav,aborigines
full_intersection/aborigines/aborigines_pid4.wav,aborigines
full_intersection/abort/abort.wav,abort
full_intersection/abort/abort_pid1.wav,abort
full_intersection/abort/abort_pid2.wav,abort
full_intersection/abort/abort_pid3.wav,abort
full_intersection/abort/abort_pid4.wav,abort
full_intersection/abortifacient/abortifacient.wav,abortifacient
full_intersection/abortifacient/abortifacient_pid1.wav,abortifacient
full_intersection/abortifacient/abortifacient_pid2.wav,abortifacient
full_intersection/abortifacient/abortifacient_pid3.wav,abortifacient
full_intersection/abortifacient/abortifacient_pid4.wav,abortifacient
full_intersection/abortion/abortion.wav,abortion
full_intersection/abortion/abortion_pid1.wav,abortion
full_intersection/abortion/abortion_pid2.wav,abortion
full_intersection/abortion/abortion_pid3.wav,abortion
full_intersection/abortion/abortion_pid4.wav,abortion
full_intersection/abortionist/abortionist.wav,abortionist
full_intersection/abortionist/abortionist_pid1.wav,abortionist
full_intersection/abortionist/abortionist_pid2.wav,abortionist
full_intersection/abortionist/abortionist_pid3.wav,abortionist
full_intersection/abortionist/abortionist_pid4.wav,abortionist
full_intersection/abortive/abortive.wav,abortive
full_intersection/abortive/abortive_pid1.wav,abortive
full_intersection/abortive/abortive_pid2.wav,abortive
full_intersection/abortive/abortive_pid3.wav,abortive
full_intersection/abortive/abortive_pid4.wav,abortive
full_intersection/aboulia/aboulia.wav,aboulia
full_intersection/aboulia/aboulia_pid1.wav,aboulia
full_intersection/aboulia/aboulia_pid2.wav,aboulia
full_intersection/aboulia/aboulia_pid3.wav,aboulia
full_intersection/aboulia/aboulia_pid4.wav,aboulia
full_intersection/abounding/abounding.wav,abounding
full_intersection/abounding/abounding_pid1.wav,abounding
full_intersection/abounding/abounding_pid2.wav,abounding
full_intersection/abounding/abounding_pid3.wav,abounding
full_intersection/abounding/abounding_pid4.wav,abounding
full_intersection/about-face/about-face.wav,about-face
full_intersection/about-face/about-face_pid1.wav,about-face
full_intersection/about-face/about-face_pid2.wav,about-face
full_intersection/about-face/about-face_pid3.wav,about-face
full_intersection/about-face/about-face_pid4.wav,about-face
full_intersection/above/above.wav,above
full_intersection/above/above_pid1.wav,above
full_intersection/above/above_pid2.wav,above
full_intersection/above/above_pid3.wav,above
full_intersection/above/above_pid4.wav,above
full_intersection/above-mentioned/above-mentioned.wav,above-mentioned
full_intersection/above-mentioned/above-mentioned_pid1.wav,above-mentioned
full_intersection/above-mentioned/above-mentioned_pid2.wav,above-mentioned
full_intersection/above-mentioned/above-mentioned_pid3.wav,above-mentioned
full_intersection/above-mentioned/above-mentioned_pid4.wav,above-mentioned
full_intersection/abracadabra/abracadabra.wav,abracadabra
full_intersection/abracadabra/abracadabra_pid1.wav,abracadabra
full_intersection/abracadabra/abracadabra_pid2.wav,abracadabra
full_intersection/abracadabra/abracadabra_pid3.wav,abracadabra
full_intersection/abracadabra/abracadabra_pid4.wav,abracadabra
full_intersection/abrade/abrade.wav,abrade
full_intersection/abrade/abrade_pid1.wav,abrade
full_intersection/abrade/abrade_pid2.wav,abrade
full_intersection/abrade/abrade_pid3.wav,abrade
full_intersection/abrade/abrade_pid4.wav,abrade
full_intersection/abraham/abraham.wav,abraham
full_intersection/abraham/abraham_pid1.wav,abraham
full_intersection/abraham/abraham_pid2.wav,abraham
full_intersection/abraham/abraham_pid3.wav,abraham
full_intersection/abraham/abraham_pid4.wav,abraham
full_intersection/abrasion/abrasion.wav,abrasion
full_intersection/abrasion/abrasion_pid1.wav,abrasion
full_intersection/abrasion/abrasion_pid2.wav,abrasion
full_intersection/abrasion/abrasion_pid3.wav,abrasion
full_intersection/abrasion/abrasion_pid4.wav,abrasion
full_intersection/abrasive/abrasive.wav,abrasive
full_intersection/abrasive/abrasive_pid1.wav,abrasive
full_intersection/abrasive/abrasive_pid2.wav,abrasive
full_intersection/abrasive/abrasive_pid3.wav,abrasive
full_intersection/abrasive/abrasive_pid4.wav,abrasive
full_intersection/abrasively/abrasively.wav,abrasively
full_intersection/abrasively/abrasively_pid1.wav,abrasively
full_intersection/abrasively/abrasively_pid2.wav,abrasively
full_intersection/abrasively/abrasively_pid3.wav,abrasively
full_intersection/abrasively/abrasively_pid4.wav,abrasively
full_intersection/abrasiveness/abrasiveness.wav,abrasiveness
full_intersection/abrasiveness/abrasiveness_pid1.wav,abrasiveness
full_intersection/abrasiveness/abrasiveness_pid2.wav,abrasiveness
full_intersection/abrasiveness/abrasiveness_pid3.wav,abrasiveness
full_intersection/abrasiveness/abrasiveness_pid4.wav,abrasiveness
full_intersection/abreaction/abreaction.wav,abreaction
full_intersection/abreaction/abreaction_pid1.wav,abreaction
full_intersection/abreaction/abreaction_pid2.wav,abreaction
full_intersection/abreaction/abreaction_pid3.wav,abreaction
full_intersection/abreaction/abreaction_pid4.wav,abreaction
full_intersection/abreast/abreast.wav,abreast
full_intersection/abreast/abreast_pid1.wav,abreast
full_intersection/abreast/abreast_pid2.wav,abreast
full_intersection/abreast/abreast_pid3.wav,abreast
full_intersection/abreast/abreast_pid4.wav,abreast
full_intersection/abridge/abridge.wav,abridge
full_intersection/abridge/abridge_pid1.wav,abridge
full_intersection/abridge/abridge_pid2.wav,abridge
full_intersection/abridge/abridge_pid3.wav,abridge
full_intersection/abridge/abridge_pid4.wav,abridge
full_intersection/abridged/abridged.wav,abridged
full_intersection/abridged/abridged_pid1.wav,abridged
full_intersection/abridged/abridged_pid2.wav,abridged
full_intersection/abridged/abridged_pid3.wav,abridged
full_intersection/abridged/abridged_pid4.wav,abridged
full_intersection/abridgement/abridgement.wav,abridgement
full_intersection/abridgement/abridgement_pid1.wav,abridgement
full_intersection/abridgement/abridgement_pid2.wav,abridgement
full_intersection/abridgement/abridgement_pid3.wav,abridgement
full_intersection/abridgement/abridgement_pid4.wav,abridgement
full_intersection/abridgment/abridgment.wav,abridgment
full_intersection/abridgment/abridgment_pid1.wav,abridgment
full_intersection/abridgment/abridgment_pid2.wav,abridgment
full_intersection/abridgment/abridgment_pid3.wav,abridgment
full_intersection/abridgment/abridgment_pid4.wav,abridgment
full_intersection/abroad/abroad.wav,abroad
full_intersection/abroad/abroad_pid1.wav,abroad
full_intersection/abroad/abroad_pid2.wav,abroad
full_intersection/abroad/abroad_pid3.wav,abroad
full_intersection/abroad/abroad_pid4.wav,abroad
